Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Price_Chng,Current_Age,Gas_Money,CC_to_L
2438,Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,28.4,1248,73.75,5.0,9.14,4.0,5.14,12,4492.96,1.248
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,Diesel,Manual,First,20.14,1498,88.0,5.0,9.96,3.6,6.36,11,3918.77,1.498
2445,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48,1995,190.0,5.0,63.71,21.75,41.96,10,2838.08,1.995
2446,Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,25000,Diesel,Automatic,First,17.9,2143,170.0,5.0,64.14,45.0,19.14,6,1620.11,2.143
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,Petrol,Manual,Second,24.07,998,67.1,5.0,4.7,3.19,1.51,12,2255.81,0.998
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,Petrol,Manual,First,20.14,1197,81.86,5.0,7.85,6.2,1.65,8,3786.59,1.197
2454,Hyundai Creta 1.6 SX Option,Mumbai,2016,29477,Petrol,Manual,First,15.8,1591,121.3,5.0,16.36,10.25,6.11,7,2164.13,1.591
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.9,2755,174.5,7.0,37.38,30.0,7.38,6,3596.9,2.755
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0,1498,98.96,5.0,11.89,8.99,2.9,6,1513.04,1.498
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.57,1193,88.7,5.0,6.62,4.5,2.12,6,3103.02,1.193
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3,1248,88.5,5.0,11.75,9.38,2.37,6,2165.43,1.248
2488,Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179,153.86,7.0,22.74,17.85,4.89,4,938.08,2.179
2495,Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798,177.46,5.0,33.36,3.75,29.61,13,4902.84,1.798
2496,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498,108.5,5.0,15.86,8.95,6.91,7,1375.81,1.498
2509,Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950,194.0,5.0,70.55,56.5,14.05,5,792.55,1.95
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995,190.0,5.0,54.43,21.0,33.43,9,950.9,1.995
2528,Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993,255.0,7.0,1.13,36.75,-35.62,7,3802.22,2.993
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143,136.0,5.0,45.36,27.87,17.49,6,1358.88,2.143
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248,88.5,5.0,10.13,8.75,1.38,5,138.44,1.248
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498,108.4,5.0,14.22,11.92,2.3,5,320.22,1.498
2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493,100.0,7.0,11.77,7.57,4.2,6,2506.93,1.493
2558,Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7,799,53.64,5.0,4.05,3.48,0.57,5,1581.74,0.799
2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956,170.0,5.0,26.95,21.69,5.26,5,3429.33,1.956
2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7.0,28.05,20.14,7.91,6,6674.8,2.755
2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998,67.0,5.0,6.14,4.15,1.99,7,412.44,0.998
2592,Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07,998,67.1,5.0,4.82,3.15,1.67,7,636.05,0.998
2595,Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5.0,7.17,6.97,0.2,4,748.31,1.199
2604,Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4.0,44.28,35.0,9.28,7,1034.48,1.998
2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22.0,1582,126.2,5.0,15.72,11.5,4.22,6,2636.36,1.582
2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.87,1461,83.8,5.0,11.27,6.5,4.77,7,3152.49,1.461
2648,Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7.0,13.58,8.0,5.58,7,692.99,1.497
2649,Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498,98.6,5.0,9.09,5.99,3.1,8,1227.74,1.498
2665,Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07,998,67.1,5.0,4.09,3.63,0.46,5,2255.66,0.998
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193,88.7,5.0,6.83,4.25,2.58,6,6602.16,1.193
2678,Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5.0,5.04,3.36,1.68,12,797.36,0.998
2692,BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190.0,5.0,43.81,10.3,33.51,12,3578.67,1.995
2694,Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5.0,5.12,3.41,1.71,9,2165.02,0.998
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181.0,5.0,48.64,27.5,21.14,8,3899.8,1.968
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5.0,5.71,3.5,2.21,8,3500.29,1.197
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5.0,12.56,10.34,2.22,6,1207.69,1.248
2709,Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5.0,8.16,5.47,2.69,7,2431.0,1.199
2711,Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4.0,44.28,35.98,8.3,6,1411.66,1.998
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5.0,9.72,7.9,1.82,5,1683.02,1.498
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5.0,10.3,9.51,0.79,4,735.79,1.197
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190.0,5.0,63.71,19.5,44.21,10,4644.13,1.995
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5.0,11.12,9.13,1.99,6,1834.33,1.248
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73.0,7.0,4.69,2.25,2.44,12,3456.95,1.196
2749,Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5.0,5.04,2.35,2.69,13,1949.93,0.998
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8.0,24.01,17.92,6.09,6,6122.39,2.393
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,59.29,35.84,5,3078.56,2.987
2770,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5.0,8.78,6.75,2.03,7,661.74,1.197
2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5.0,11.26,8.25,3.01,6,1877.37,1.197
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5.0,6.68,6.07,0.61,5,1269.8,1.197
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67.0,5.0,5.42,4.28,1.14,6,2747.14,0.999
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5.0,91.23,64.95,26.28,6,1991.45,2.987
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5.0,7.14,5.55,1.59,5,242.92,1.197
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190.0,5.0,69.59,17.98,51.61,14,3625.0,1.995
2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67.0,5.0,4.61,4.5,0.11,5,980.12,0.999
2853,Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5.0,11.26,7.75,3.51,6,1685.07,1.197
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7.0,37.38,33.13,4.25,4,1953.03,2.755
2859,Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67.0,5.0,5.3,4.8,0.5,5,220.56,0.999
2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74.0,5.0,7.97,6.0,1.97,6,4978.65,1.248
2866,BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190.0,5.0,43.31,9.92,33.39,14,5312.02,1.995
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5.0,59.38,24.0,35.38,9,3505.67,1.968
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5.0,15.86,9.6,6.26,6,1810.14,1.498
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5.0,67.1,25.0,42.1,9,3881.27,1.968
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5.0,14.1,10.44,3.66,5,2182.99,1.497
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5.0,12.22,9.9,2.32,5,755.35,1.497
2900,Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7.0,33.68,20.0,13.68,6,2894.03,2.999
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5.0,19.27,6.5,12.77,11,2820.16,1.364
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5.0,6.96,5.85,1.11,5,613.76,1.197
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170.0,5.0,26.95,23.91,3.04,4,445.57,1.956
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5.0,7.96,7.36,0.6,4,216.9,1.197
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7.0,23.06,17.65,5.41,6,3222.22,2.393
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5.0,9.58,6.0,3.58,8,7376.01,1.364
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8.0,20.8,18.25,2.55,6,1838.03,2.755
2957,Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5.0,6.78,4.25,2.53,7,2415.44,1.198
2959,Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170.0,5.0,19.91,16.9,3.01,6,2509.94,1.956
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.95,1248,74.0,5.0,8.93,5.0,3.93,6,3639.22,1.248
2977,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197,81.8,5.0,7.97,5.49,2.48,10,1840.18,1.197
2989,Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,67.04,5.0,5.04,3.25,1.79,9,1310.65,0.998
2990,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7.0,11.66,9.25,2.41,5,637.61,1.248
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,82.0,5.0,7.35,4.5,2.85,6,2748.21,1.198
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0,1197,81.8,5.0,6.99,2.8,4.19,13,3585.45,1.197
3006,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956,170.0,5.0,23.89,18.5,5.39,5,1088.03,1.956
3012,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,74.0,5.0,7.27,5.95,1.32,7,2123.94,1.248
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74.0,5.0,7.88,5.36,2.52,8,2185.21,1.248
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5.0,8.84,3.5,5.34,7,2283.46,1.186
3059,BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190.0,5.0,52.46,6.67,45.79,4,4447.77,1.995
3067,Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7.0,11.67,5.85,5.82,7,7708.46,2.179
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5.0,22.37,16.95,5.42,5,406.16,1.798
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5.0,12.02,4.68,7.34,8,2997.63,1.598
3080,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5.0,3.95,3.46,0.49,6,1115.94,0.799
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190.0,5.0,48.79,13.08,35.71,10,4388.78,1.995
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5.0,11.29,9.51,1.78,6,1717.61,1.248
3132,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340.0,5.0,1.36,2.02,-0.66,4,1244.24,2.995
3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5.0,6.23,3.95,2.28,8,1379.46,1.198
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5.0,7.98,6.84,1.14,4,745.9,1.197
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5.0,47.16,21.73,25.43,6,3980.74,1.395
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5.0,41.98,31.55,10.43,4,832.57,1.496
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158.0,7.0,35.29,27.36,7.93,4,1346.41,2.198
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5.0,7.63,4.65,2.98,6,3182.11,1.193
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5.0,7.91,2.25,5.66,11,6126.76,1.248
3181,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5.0,5.51,3.45,2.06,9,2680.89,0.998
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5.0,8.1,6.08,2.02,6,3853.66,1.197
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.97,18.0,2.97,5,2072.89,2.755
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4.0,34.89,24.77,10.12,8,1548.96,1.496
3198,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179,155.0,7.0,16.4,13.0,3.4,5,745.71,2.179
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5.0,1.66,26.5,-24.84,11,2842.93,2.993
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497,117.3,5.0,15.29,8.95,6.34,8,1224.44,1.497
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497,117.3,5.0,14.67,7.7,6.97,6,2255.56,1.497
3219,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5.0,12.57,8.5,4.07,6,733.33,1.497
3226,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5.0,9.48,2.5,6.98,11,4674.51,1.461
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5.0,8.95,4.65,4.3,10,2305.87,1.248
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170.0,5.0,23.19,17.5,5.69,6,1071.04,1.956
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194,94.68,5.0,8.24,7.34,0.9,5,543.12,1.194
3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5.0,8.71,5.9,2.81,7,1999.92,1.199
3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5.0,44.75,27.0,17.75,6,1942.73,1.968
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996,333.0,4.0,87.57,48.0,39.57,8,870.12,2.996
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,59.65,35.48,5,2935.29,2.987
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5.0,8.57,7.29,1.28,5,1877.14,1.197
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4.0,35.0,23.8,11.2,7,1809.94,1.496
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99.0,5.0,7.56,5.65,1.91,5,755.56,1.498
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,136.0,5.0,43.07,25.75,17.32,4,1933.51,2.143
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5.0,7.83,3.85,3.98,10,4130.56,1.364
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5.0,6.0,3.5,2.5,8,2761.9,0.998
3373,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5.0,13.76,11.15,2.61,6,500.0,1.497
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5.0,14.11,8.9,5.21,7,4034.14,1.461
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248,88.5,5.0,9.12,8.61,0.51,6,1689.11,1.248
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498,98.96,5.0,11.2,9.25,1.95,5,1623.45,1.498
3417,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995,190.0,5.0,47.87,9.25,38.62,13,3425.3,1.995
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5.0,12.47,10.15,2.32,5,2500.44,1.248
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5.0,6.51,3.75,2.76,12,2750.99,1.197
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5.0,10.32,8.25,2.07,6,2137.58,1.199
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5.0,8.1,4.4,3.7,9,3763.86,1.197
3465,Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5.0,7.52,4.5,3.02,9,4104.62,1.199
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5.0,15.68,10.3,5.38,7,2454.45,1.498
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5.0,7.45,5.5,1.95,9,2055.84,1.197
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995,190.0,5.0,67.87,21.26,46.61,10,3354.09,1.995
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798,138.03,5.0,20.48,11.5,8.98,7,1337.98,1.798
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497,117.3,5.0,15.17,12.5,2.67,5,290.0,1.497
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5.0,15.05,12.46,2.59,6,2523.95,1.461
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248,74.0,5.0,8.13,5.1,3.03,8,2585.9,1.248
3537,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5.0,8.79,6.3,2.49,8,2358.24,1.199
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5.0,14.72,5.8,8.92,10,3811.01,1.461
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956,170.0,5.0,25.54,20.0,5.54,6,3202.45,1.956
3550,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498,98.6,5.0,16.84,12.0,4.84,6,1903.12,1.498
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186,73.97,5.0,8.28,5.95,2.33,5,2320.0,1.186
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393,147.8,7.0,23.94,22.2,1.74,4,2848.95,2.393
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9,2143,136.0,5.0,43.07,30.77,12.3,4,869.29,2.143
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.15,1198,82.0,6.0,7.88,6.25,1.63,5,1016.2,1.198
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968,187.74,5.0,69.37,39.84,29.53,6,2305.23,1.968
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.04,5.74,3.3,7,1084.11,1.197
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995,190.0,5.0,55.07,35.0,20.07,7,1439.34,1.995
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248,73.75,5.0,10.97,8.9,2.07,6,776.06,1.248
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1,1956,170.0,5.0,21.72,19.46,2.26,5,2862.89,1.956
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497,108.5,5.0,11.47,9.22,2.25,5,264.37,1.497
3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799,53.3,5.0,4.9,3.5,1.4,5,230.43,0.799
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755,174.5,7.0,36.69,10.64,26.05,12,13767.34,2.755
3648,Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199,88.7,5.0,10.1,6.95,3.15,6,1097.6,1.199
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248,88.5,5.0,12.53,6.99,5.54,7,2093.36,1.248
3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179,153.86,7.0,20.87,14.25,6.62,6,2623.18,2.179
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196,73.0,7.0,4.98,4.3,0.68,7,3243.77,1.196
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197,81.8,5.0,5.9,5.5,0.4,4,670.57,1.197
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197,103.5,5.0,11.66,8.27,3.39,6,3406.13,1.197
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995,190.0,5.0,63.71,16.5,47.21,13,2373.67,1.995
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143,170.0,5.0,64.57,50.97,13.6,4,1899.48,2.143
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995,190.0,5.0,60.88,29.95,30.93,7,1652.57,1.995
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8,1497,121.36,5.0,13.23,9.99,3.24,6,1097.3,1.497
